CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip
1.61E+12,614400,1674,Active,Alameda,Fremont Unified,Tom Maloney Elementary,38700 Logan Drive,38700 Logan Dr.,Fremont,94536-6899
1.61E+12,614400,1675,Active,Alameda,Fremont Unified,John G. Mattos Elementary,37944 Farwell Drive,37944 Farwell Dr.,Fremont,94536-7008
1.61E+12,614400,1679,Active,Alameda,Fremont Unified,Mission Valley Elementary,41700 Denise Street,41700 Denise St.,Fremont,94539-4562
1.61E+12,614400,1680,Active,Alameda,Fremont Unified,Niles Elementary,37141 Second Street,37141 Second St.,Fremont,94536-2835
1.61E+12,614400,1668,Active,Alameda,Fremont Unified,O. N. Hirsch Elementary,41399 Chapel Way,41399 Chapel Way,Fremont,94538-4202
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Origin L. Mowry Elementary,4700 Calaveras Road,4700 Calaveras Rd.,Fremont,94538
1.61E+12,614400,1684,Active,Alameda,Fremont Unified,Parkmont Elementary,2601 Parkside Drive,2601 Parkside Dr.,Fremont,94536-5246
1.61E+12,614400,1685,Active,Alameda,Fremont Unified,Patterson Elementary,35521 Cabrillo Drive,35521 Cabrillo Dr.,Fremont,94536-5499
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Timothy Rix Elementary,43100 Isle Royal Street,43100 Isle Royal St.,Fremont,94538
1.61E+12,614400,1688,Active,Alameda,Fremont Unified,Vallejo Mill Elementary,38569 Canyon Heights Drive,38569 Canyon Heights Dr.,Fremont,94536-1899
1.61E+12,614400,1690,Active,Alameda,Fremont Unified,Warm Springs Elementary,47370 Warm Springs Boulevard,47370 Warm Springs Blvd.,Fremont,94539-7458
1.61E+12,614400,1660,Active,Alameda,Fremont Unified,Centerville Junior High,37720 Fremont Boulevard,37720 Fremont Blvd.,Fremont,94536-5096
1.61E+12,614400,1689,Active,Alameda,Fremont Unified,G. M. Walters Junior High,39600 Logan Drive,39600 Logan Dr.,Fremont,94538-1912
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Robertson (Gus C.) Junior High,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538
1.61E+12,614400,1670,Active,Alameda,Fremont Unified,John M. Horner Junior High,41365 Chapel Way,41365 Chapel Way,Fremont,94538-4202
1.61E+12,614400,1687,Active,Alameda,Fremont Unified,Thornton Junior High,4357 Thornton Avenue,4357 Thornton Ave.,Fremont,94536-4897
1.61E+12,614400,1669,Active,Alameda,Fremont Unified,William Hopkins Junior High,600 Driscoll Road,600 Driscoll Rd.,Fremont,94539-3803
1.61E+12,614400,1664,Active,Alameda,Fremont Unified,John Gomes Elementary,555 Lemos Lane,555 Lemos Ln.,Fremont,94539-3750
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Olivos de Guadalupe,611 Olive Avenue,611 Olive Ave.,Fremont,94538
1.61E+12,614400,,Merged,Alameda,Fremont Unified,Glankler (Donald G.) (Oh),39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538
1.61E+12,614400,1658,Active,Alameda,Fremont Unified,Brookvale Elementary,3400 Nicolet Avenue,3400 Nicolet Ave.,Fremont,94536-3598
1.61E+12,614400,1691,Active,Alameda,Fremont Unified,Warwick Elementary,3375 Warwick Road,3375 Warwick Rd.,Fremont,94555-2499
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Fremont Elementary,40230 Laiolo Road,40230 Laiolo Rd.,Fremont,94538
1.61E+12,614400,,Closed,Alameda,Fremont Unified,Irvington Elementary,,,,
1.61E+12,614400,1661,Active,Alameda,Fremont Unified,Joshua Chadbourne Elementary,801 Plymouth Avenue,801 Plymouth Ave.,Fremont,94539-4637
1.61E+12,614400,1677,Active,Alameda,Fremont Unified,Mission San Jose Elementary,43545 Bryant Street,43545 Bryant St.,Fremont,94539-5885
1.61E+12,614400,1683,Active,Alameda,Fremont Unified,Oliveira Elementary,4180 Alder Avenue,4180 Alder Ave.,Fremont,94536-4799
1.61E+12,614400,1676,Active,Alameda,Fremont Unified,Steven Millard Elementary,5200 Valpey Park Drive,5200 Valpey Park Dr.,Fremont,94538-3262
1.61E+12,614400,8138,Active,Alameda,Fremont Unified,Ardenwood Elementary,33955 Emilia Lane,33955 Emilia Ln.,Fremont,94555-2068
1.61E+12,614400,9139,Active,Alameda,Fremont Unified,Fred E. Weibel Elementary,45135 South Grimmer Boulevard,45135 South Grimmer Blvd.,Fremont,94539-6631
1.61E+12,614400,488,Active,Alameda,Fremont Unified,Forest Park Elementary,34400 Maybird Circle,34400 Maybird Cir.,Fremont,94555-2917
1.61E+12,614400,5606,Closed,Alameda,Fremont Unified,Linda Vista Elementary,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94538
1.61E+12,614400,,Closed,Alameda,Fremont Unified,The Fremont Progressive Charter,38665 Fremont Boulevard,38665 Fremont Blvd.,Fremont,94536
1.61E+12,616740,,Active,Alameda,Hayward Unified,,24411 Amador Street,24411 Amador St.,Hayward,94544-1301
1.61E+12,616740,10737,Active,Alameda,Hayward Unified,Leadership Public Schools - Hayward,28000 Calaroga Avenue,28000 Calaroga Ave.,Hayward,94545-4600
1.61E+12,616740,11550,Active,Alameda,Hayward Unified,Stonebrae Elementary,28761 Hayward Boulevard,28761 Hayward Blvd.,Hayward,94542-2213
1.61E+12,616740,11849,Active,Alameda,Hayward Unified,Impact Academy of Arts & Technology,2560 Darwin Street,2560 Darwin St.,Hayward,94545-3451
1.61E+12,616740,12426,Active,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,2652 Vergil Court,2652 Vergil Ct.,Castro Valley,94546-6402
1.61E+12,616740,13405,Active,Alameda,Hayward Unified,Special Education-Preschool-Laurel,2652 Vergil Court,2652 Vergil Ct.,Castro Valley,94546-6402
1.61E+12,616740,13351,Active,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,1570 Ward St,1570 Ward St,Hayward,94541-3030
1.61E+12,616740,13531,Active,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,951 Palisade Street,951 Palisade St.,Hayward,94542-1048
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Hayward Unified Alternative Education,24411 Amador Street,24411 Amador St.,Hayward,94540-5000
1.61E+12,616740,13823,Active,Alameda,Hayward Unified,Highland,2021 Highland Boulevard,2021 Highland Blvd.,Hayward,94540-0001
1.61E+12,616740,2123,Active,Alameda,Hayward Unified,Brenkwitz High,22100 Princeton Street,22100 Princeton St.,Hayward,94541-3817
1.61E+12,616740,13584,Active,Alameda,Hayward Unified,Hayward Adult,22100 Princeton Street,22100 Princeton St.,Hayward,94540-0001
1.61E+12,616740,2116,Active,Alameda,Hayward Unified,Hayward High,1633 East Avenue,1633 East Ave.,Hayward,94541-5314
1.61E+12,616740,,Merged,Alameda,Hayward Unified,Strobridge High,"21400 Bedford, Castro Valley","21400 Bedford, Castro Valley",Hayward,94540
1.61E+12,616740,2124,Active,Alameda,Hayward Unified,Mt. Eden High,2300 Panama Street,2300 Panama St.,Hayward,94545-4662
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Sunset High,22100 Princeton Street,22100 Princeton St.,Hayward,94541
1.61E+12,616740,2135,Active,Alameda,Hayward Unified,Tennyson High,27035 Whitman Road,27035 Whitman Rd.,Hayward,94544-4099
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Baywood Elementary,21954 Dolores Street,21954 Dolores St.,Castro Valley,94546
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Bidwell Elementary,175 Fairway Street,175 Fairway St.,Hayward,94544
1.61E+12,616740,2104,Active,Alameda,Hayward Unified,Bowman Elementary,520 Jefferson Street,520 Jefferson St.,Hayward,94544-4126
1.61E+12,616740,2106,Active,Alameda,Hayward Unified,Burbank Elementary,353 B Street,353 B St.,Hayward,94541-6307
1.61E+12,616740,2108,Active,Alameda,Hayward Unified,Cherryland Elementary,585 Willow Avenue,585 Willow Ave.,Hayward,94541-2424
1.61E+12,616740,2109,Active,Alameda,Hayward Unified,East Avenue Elementary,2424 East Avenue,2424 East Ave.,Hayward,94541-5634
1.61E+12,616740,2111,Active,Alameda,Hayward Unified,Eldridge Elementary,26825 Eldridge Avenue,26825 Eldridge Ave.,Hayward,94544-3729
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Eureka Elementary,28000 Calaroga Avenue,28000 Calaroga Ave.,Hayward,94545
1.61E+12,616740,2113,Active,Alameda,Hayward Unified,Fairview Elementary,23515 Maud Avenue,23515 Maud Ave.,Hayward,94541-4519
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Gansberger Elem.,26011 Kay Avenue,26011 Kay Ave.,Hayward,94545
1.61E+12,616740,2114,Active,Alameda,Hayward Unified,Glassbrook Elementary,975 Schafer Road,975 Schafer Rd.,Hayward,94544-3614
1.61E+12,616740,2115,Active,Alameda,Hayward Unified,Harder Elementary,495 Wyeth Road,495 Wyeth Rd.,Hayward,94544-2951
1.61E+12,616740,2117,Closed,Alameda,Hayward Unified,Highland Elementary,2021 Highland Boulevard,2021 Highland Blvd.,Hayward,94540-0001
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Hillcrest Elementary,951 Palisade Street,951 Palisade St.,Hayward,94542
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Kimball Elem.,1130 Kimball Avenue,1130 Kimball Ave.,Hayward,94541
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Laurel Elementary,2652 Vergil Court,2652 Vergil Ct.,Castro Valley,94546
1.61E+12,616740,2120,Active,Alameda,Hayward Unified,Longwood Elementary,850 Longwood Avenue,850 Longwood Ave.,Hayward,94541-7151
1.61E+12,616740,2121,Active,Alameda,Hayward Unified,Lorin A. Eden Elementary,27790 Portsmouth Avenue,27790 Portsmouth Ave.,Hayward,94545-4013
1.61E+12,616740,2122,Closed,Alameda,Hayward Unified,Markham Elementary,1570 Ward Street,1570 Ward St.,Hayward,94541-3030
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Mohrland Elem.,1800 West Street,1800 West St.,Hayward,94545
1.61E+12,616740,2125,Closed,Alameda,Hayward Unified,John Muir Elementary,24823 Soto Road,24823 Soto Rd.,Hayward,94544-1931
1.61E+12,616740,2126,Active,Alameda,Hayward Unified,Palma Ceia Elementary,27679 Melbourne Avenue,27679 Melbourne Ave.,Hayward,94545-4723
1.61E+12,616740,2127,Active,Alameda,Hayward Unified,Park Elementary,411 Larchmont Street,411 Larchmont St.,Hayward,94540-1103
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Peixoto Elem,29150 Ruus Road,29150 Ruus Rd.,Hayward,94544
1.61E+12,616740,2129,Active,Alameda,Hayward Unified,Ruus Elementary,28027 Dickens Avenue,28027 Dickens Ave.,Hayward,94540-5639
1.61E+12,616740,2130,Active,Alameda,Hayward Unified,Schafer Park Elementary,26268 Flamingo Avenue,26268 Flamingo Ave.,Hayward,94544-3159
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Sequoia Elementary,384 Ocie Way,384 Ocie Way,Hayward,94541
1.61E+12,616740,2131,Closed,Alameda,Hayward Unified,Shepherd Elementary,27211 Tyrrell Avenue,27211 Tyrrell Ave.,Hayward,94544-4509
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Sorensen Elementary,275 Goodwin Street,275 Goodwin St.,Hayward,94544
1.61E+12,616740,2132,Active,Alameda,Hayward Unified,Southgate Elementary,26601 Calaroga Avenue,26601 Calaroga Ave.,Hayward,94545-3121
1.61E+12,616740,,Merged,Alameda,Hayward Unified,Tennyson Elementary (Sed),680 West Tennyson Road,680 West Tennyson Rd.,Hayward,94544
1.61E+12,616740,2136,Active,Alameda,Hayward Unified,Treeview Elementary,30565 Treeview Street,30565 Treeview St.,Hayward,94544-7458
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Winton Grove Elementary,23640 Reed Way,23640 Reed Way,Hayward,94541
1.61E+12,616740,2105,Active,Alameda,Hayward Unified,Bret Harte Middle,1047 E Street,1047 E St.,Hayward,94540-5000
1.61E+12,616740,2118,Active,Alameda,Hayward Unified,Cesar Chavez Middle,27845 Whitman Road,27845 Whitman Rd.,Hayward,94544-4752
1.61E+12,616740,9847,Active,Alameda,Hayward Unified,Anthony W. Ochoa Middle,2121 Depot Road,2121 Depot Rd.,Hayward,94545-2428
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Tyrrell Junior High,27000 Tyrrell Avenue,27000 Tyrrell Ave.,Hayward,94544
1.61E+12,616740,2137,Active,Alameda,Hayward Unified,Winton Middle,119 Winton Avenue,119 Winton Ave.,Hayward,94540-5000
1.61E+12,616740,8855,Active,Alameda,Hayward Unified,Strobridge Elementary,21400 Bedford Drive,21400 Bedford Dr.,Castro Valley,94546-6805
1.61E+12,616740,2107,Active,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",26890 Holly Hill Avenue,26890 Holly Hill Ave.,Hayward,94545-3500
1.61E+12,616740,,Merged,Alameda,Hayward Unified,Helen Turner Children's Center,23640 Reed Way,23640 Reed Way,Hayward,94541
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Chabot Children's Center,2184 Thayer Avenue,2184 Thayer Ave.,Hayward,94545
1.61E+12,616740,,Merged,Alameda,Hayward Unified,Peixoto Childrens Center,29150 Ruus Road,29150 Ruus Rd.,Hayward,94544
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Argonaut Elementary,1481 Fry Lane,1481 Fry Ln.,Hayward,94545
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Brenkwitz Elementary,2560 Darwin Street,2560 Darwin St.,Hayward,94545
1.61E+12,616740,2110,Active,Alameda,Hayward Unified,Eden Gardens Elementary,2184 Thayer Avenue,2184 Thayer Ave.,Hayward,94545-2925
1.61E+12,616740,,Closed,Alameda,Hayward Unified,Park Children's Center,411 Larchmont Street,411 Larchmont St.,Hayward,94544
1.61E+12,616740,,Merged,Alameda,Hayward Unified,Strobridge Elementary,21400 Bedford Drive,21400 Bedford Dr.,Castro Valley,94546
1.61E+12,616740,8146,Active,Alameda,Hayward Unified,Tyrrell Elementary,27000 Tyrrell Avenue,27000 Tyrrell Ave.,Hayward,94540-0001
1.61E+12,616740,5622,Active,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,1570 Ward Street,1570 Ward St.,Hayward,94541-3030
1.61E+12,622110,,Active,Alameda,Livermore Valley Joint Unified,,685 East Jack London Boulevard,685 East Jack London Blvd.,Livermore,94551-1899
1.61E+12,622110,10736,Active,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter,3142 Constitution Drive,3142 Constitution Dr.,Livermore,94551-7570
1.61E+12,622110,13251,Closed,Alameda,Livermore Valley Joint Unified,Special Education Preschool,5650 Senic Avenue,5650 Senic Ave.,Livermore,94551
1.61E+12,622110,8877,Active,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,1401 Almond Avenue,1401 Almond Ave.,Livermore,94550-5043
1.61E+12,622110,1726,Closed,Alameda,Livermore Valley Joint Unified,Phoenix High (Continuation),2253 Fifth Street,2253 Fifth St.,Livermore,94550-4549
1.61E+12,622110,2621,Active,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,2253 Fifth Street,2253 Fifth St.,Livermore,94550-4549
1.61E+12,622110,2626,Active,Alameda,Livermore Valley Joint Unified,Granada High,400 Wall Street,400 Wall St.,Livermore,94550-4066
1.61E+12,622110,2630,Active,Alameda,Livermore Valley Joint Unified,Livermore High,600 Maple Street,600 Maple St.,Livermore,94550-3298
1.61E+12,622110,13601,Active,Alameda,Livermore Valley Joint Unified,Livermore Adult,1401 Almond Avenue,1401 Almond Ave.,Livermore,94550
1.61E+12,622110,2881,Closed,Alameda,Livermore Valley Joint Unified,Almond Avenue Elementary,1401 Almond Avenue,1401 Almond Ave.,Livermore,94550-5029
1.61E+12,622110,,Closed,Alameda,Livermore Valley Joint Unified,Alphonso Ladd Elem (TMR),2820 Ladd Avenue,2820 Ladd Ave.,Livermore,94550
1.61E+12,622110,2622,Active,Alameda,Livermore Valley Joint Unified,Junction K-8,298 Junction Avenue,298 Junction Ave.,Livermore,94551-5903
1.61E+12,622110,2623,Active,Alameda,Livermore Valley Joint Unified,East Avenue Middle,3951 East Avenue,3951 East Ave.,Livermore,94550-4830
1.61E+12,622110,2624,Active,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,391 Ontario Drive,391 Ontario Dr.,Livermore,94550-5249
1.61E+12,622110,,Closed,Alameda,Livermore Valley Joint Unified,Fifth Street Elementary,2253 Fifth Street,2253 Fifth St.,Livermore,94550
1.61E+12,622110,,Closed,Alameda,Livermore Valley Joint Unified,Green Elementary,715 Laughlin Road,715 Laughlin Rd.,Livermore,94550
1.61E+12,622110,2627,Active,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,554 Jackson Avenue,554 Jackson Ave.,Livermore,94550-3434
1.61E+12,622110,2628,Active,Alameda,Livermore Valley Joint Unified,Joe Michell,1001 Elaine Avenue,1001 Elaine Ave.,Livermore,94550-5414
1.61E+12,622110,2629,Closed,Alameda,Livermore Valley Joint Unified,Junction Avenue Middle,298 Junction Avenue,298 Junction Ave.,Livermore,94551-5903
1.61E+12,622110,2631,Active,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,800 Marylin Avenue,800 Marylin Ave.,Livermore,94551-6514
1.61E+12,622110,,Closed,Alameda,Livermore Valley Joint Unified,Rincon Avenue Elementary,1251 Rincon Avenue,1251 Rincon Ave.,Livermore,94550
1.61E+12,622110,,Closed,Alameda,Livermore Valley Joint Unified,Sonoma Drive Elementary,543 Sonoma Avenue,543 Sonoma Ave.,Livermore,94550
1.61E+12,622110,2636,Active,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,1701 El Padro Drive,1701 El Padro Dr.,Livermore,94550-6215
1.61E+12,622110,,Closed,Alameda,Livermore Valley Joint Unified,Maitland R. Henry Elementary,680 Alameda Drive,680 Alameda Dr.,Livermore,94550
1.61E+12,622110,6923,Closed,Alameda,Livermore Valley Joint Unified,Arroyo Mocho Elementary,1040 Florence Road,1040 Florence Rd.,Livermore,94550-1880
1.61E+12,622110,2620,Active,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,5280 Irene Way,5280 Irene Way,Livermore,94550-3508
1.61E+12,622110,2618,Active,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,5757 Haggin Oaks Avenue,5757 Haggin Oaks Ave.,Livermore,94551-1100
1.61E+12,622110,2632,Active,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,401 East Jack London Boulevard,401 East Jack London Blvd.,Livermore,94551-1853
1.61E+12,622110,2635,Active,Alameda,Livermore Valley Joint Unified,Sunset Elementary,1671 Frankfurt Way,1671 Frankfurt Way,Livermore,94550-6146
1.61E+12,622110,52,Active,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,5650 Scenic Avenue,5650 Scenic Ave.,Livermore,94551-1224
1.61E+12,622110,8438,Active,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,6500 Garaventa Ranch Road,6500 Garaventa Ranch Rd.,Livermore,94551-8701
1.61E+12,626130,,Active,Alameda,Mountain House Elementary,,3950 Mountain House Road,3950 Mountain House Rd.,Byron,94514-1920
1.61E+12,626130,3910,Active,Alameda,Mountain House Elementary,Mountain House Elementary,3950 Mountain House Road,3950 Mountain House Rd.,Byron,94514-1920
1.61E+12,,,Merged,Alameda,Murray Elementary,,7416 Brighton Drive,7416 Brighton Dr.,Dublin,94568
1.61E+12,,9283,Merged,Alameda,Murray Elementary,Donlon Elementary,4150 Dorman Road,4150 Dorman Rd.,Pleasanton,94566
1.61E+12,,6929,Merged,Alameda,Murray Elementary,Dublin Elementary,7997 Vomac Road,7997 Vomac Rd.,Dublin,94566
1.61E+12,,,Merged,Alameda,Murray Elementary,Fallon Elementary,7425 Larkdale Avenue,7425 Larkdale Ave.,Dublin,94566
1.61E+12,,9275,Merged,Alameda,Murray Elementary,Frederiksen Elementary,7243 Tamarack Drive,7243 Tamarack Dr.,Dublin,94568
1.61E+12,,,Merged,Alameda,Murray Elementary,Cronin Elementary,6901 York Drive,6901 York Dr.,Dublin,94568
1.61E+12,,9284,Merged,Alameda,Murray Elementary,Lydiksen Elementary,7700 Highland Oaks Drive,7700 Highland Oaks Dr.,Pleasanton,94566
1.61E+12,,9276,Merged,Alameda,Murray Elementary,Murray Elementary,8435 Davona Drive,8435 Davona Dr.,Dublin,94566
1.61E+12,,,Merged,Alameda,Murray Elementary,Nielsen Elementary,7500 Amarillo Drive,7500 Amarillo Dr.,Dublin,94568
